LOTID,CREATIONDATE,MODIFICATIONDATE,MISCOTHERCOST,FEEDCOST,PROCESSINGCOST,VETCOST,RAILERWT,RAILERHEADCOUNT,RAILERSALES,CATTLECOST,TOTALPAYWTIN,TOTALOFFTRUCKWT,SEXTYPELOT,HEADINLOT,FEEDYARDPHONE,STARTPERIOD,ENDPERIOD
S237070,06/09/2023,28/11/2023,99.87,21420.39,1728.17,175.93,1000,1,1201.2,0.01,55550,55550,NULL,60,509-547-8864,06/09/2023,NULL
S216219,13/07/2021,02/03/2022,1824.06,125997.19,1556.14,1305.02,600,1,0,175457.14,125213,120920,NH,173,509-547-8864,13/07/2021,00:00.0
S226172,13/09/2022,27/10/2023,13583.83,484290.8,3984.05,661.23,1690,2,881.38,666460.28,361519,349420,HF,458,509-547-8864,13/09/2022,00:00.0
S218086,15/07/2021,28/01/2022,678.39,82664.11,969.63,499.05,1010,1,853.72,0.01,88950,88950,ST,106,509-547-8864,15/07/2021,00:00.0
S226171,12/09/2022,08/05/2023,4528.03,152571.27,996.38,402.48,1060,1,1015.17,0.01,136090,136090,NH,168,509-547-8864,12/09/2022,00:00.0
S229138,18/09/2022,07/10/2023,4059.87,156648.12,3108.47,651.36,5031,5,4812.07,62229.77,49915,49950,X,110,509-547-8864,18/09/2022,00:00.0
S219721,02/08/2021,01/03/2022,1366.92,84674.35,1042.38,33.16,720,1,146,102995.6,79584,79430,NULL,100,509-547-8864,02/08/2021,00:00.0
S218100,05/08/2021,01/03/2022,2043.28,131478.44,640.53,460.87,2110,2,1641.87,0,141462,141462,NM,161,509-547-8864,05/08/2021,00:00.0
S219709,25/01/2021,31/03/2022,3719.26,271504.53,6754.16,1025.25,2580,3,2309.06,145566.55,99110,96560,NULL,264,509-547-8864,25/01/2021,00:00.0
S218097,25/07/2021,01/04/2022,956.72,53962.41,526.62,548.1,920,1,768.55,70147.12,45779,43770,ST,59,509-547-8864,25/07/2021,00:00.0
S218096,22/07/2021,28/01/2022,789.51,102114.8,1258.51,374.53,890,1,717.93,179278.25,120334,116340,ST,137,509-547-8864,22/07/2021,00:00.0
S218101,05/08/2021,30/12/2021,1450.51,208849.57,2051.79,511.29,1080,1,883.36,445371.05,295888,284370,ST,300,509-547-8864,05/08/2021,00:00.0
S218102,05/08/2021,01/03/2022,1523.6,178234.06,1668.78,166.24,1060,1,941.96,361801.17,240367,231010,ST,244,509-547-8864,05/08/2021,00:00.0
S219075,14/01/2021,03/12/2021,848.08,144108.71,886.43,469.13,930,1,191,88795.23,90447,90000,X,141,509-547-8864,14/01/2021,00:00.0
S237018,01/04/2023,09/11/2023,104.63,114019.83,3422.58,460.67,2120,3,1147.67,186075.75,107870,107870,NULL,132,509-547-8864,01/04/2023,NULL
S238056,14/04/2023,06/11/2023,44.82,134015.09,1802.83,388.68,1410,1,1753.29,238796.75,149228,149228,ST,164,509-547-8864,14/04/2023,00:00.0
S216280,16/08/2021,01/04/2022,1857.73,96846.1,1255.75,615.86,790,1,165,138630.54,95885,89890,HF,113,509-547-8864,16/08/2021,00:00.0
S218183,06/12/2021,29/06/2022,2420.35,111236.76,1540.68,146.32,1010,1,348.25,216372.46,130188,126140,ST,140,509-547-8864,06/12/2021,00:00.0
S237014,13/03/2023,06/11/2023,402.57,150256.28,5180.11,623.33,490,1,123.08,226905,129660,129660,NULL,164,509-547-8864,13/03/2023,00:00.0
S237015,27/03/2023,06/11/2023,163.02,152175.34,1368.82,613.09,800,1,648.13,0.02,164900,164900,NULL,178,509-547-8864,27/03/2023,00:00.0
S216240,28/07/2021,01/03/2022,1923.45,142040.66,8690.79,1010.63,1650,2,851.86,217687.5,161250,161250,HF,187,509-547-8864,28/07/2021,00:00.0
S216246,30/07/2021,28/01/2022,1331.95,152052.8,2021.02,53.95,740,1,149,287772.03,187956,175930,HF,220,509-547-8864,30/07/2021,00:00.0
S236058,07/06/2023,28/11/2023,305.76,134188.7,5212.47,690.55,1430,2,1739.08,303768.32,154448,141560,HF,184,509-547-8864,07/06/2023,NULL
S237054,06/08/2023,28/11/2023,118.1,33421.78,1217.74,68.64,610,1,43.67,0.01,52420,52420,NULL,71,509-547-8864,06/08/2023,NULL
S238107,22/08/2023,28/11/2023,380.91,105140.11,2511.95,177.45,850,1,1042.22,501522.42,213187,206460,ST,229,509-547-8864,22/08/2023,NULL
S216216,10/07/2021,01/03/2022,1314.18,117036.45,1428.67,887.4,900,1,718.84,175619.51,124879,119500,HF,146,509-547-8864,10/07/2021,00:00.0
S218109,17/08/2021,03/05/2022,1317.9,69375.3,610.31,324.01,740,1,111.75,0,47401,46083,ST,69,509-547-8864,17/08/2021,00:00.0
S217056,18/08/2021,02/06/2022,2611.05,126324.56,1776.55,477.63,710,1,662.4,0.01,94167,91230,NULL,135,509-547-8864,18/08/2021,00:00.0
S237049,01/08/2023,28/11/2023,221.17,75382.67,959.19,227.88,1100,1,1276.3,267192.94,136345,136345,NULL,133,509-547-8864,01/08/2023,NULL
S238079,19/06/2023,28/11/2023,302.4,137970.71,1126.81,105.98,1400,1,1370.6,307956,186640,186640,ST,181,509-547-8864,19/06/2023,NULL
S237058,15/08/2023,28/11/2023,153.77,41065.87,2085.85,421.81,1990,3,1024.72,161551,75140,75140,NULL,98,509-547-8864,15/08/2023,NULL
S238109,24/08/2023,28/11/2023,323.12,87489.14,2085,266.85,910,1,1055.89,413348.46,175433,168431,ST,193,509-547-8864,24/08/2023,NULL
S218081,24/06/2021,10/05/2022,508.24,71825.02,927.16,699.09,990,1,805.82,0.01,72550,72550,ST,95,509-547-8864,24/06/2021,00:00.0
S216301,24/08/2021,01/04/2022,3756.13,187305.46,2133.18,662.56,760,1,115.78,266264.54,181960,174650,HF,218,509-547-8864,24/08/2021,00:00.0
S238112,26/08/2023,28/11/2023,341.6,87336.27,2035.33,86.38,780,1,773.35,459099.35,199732,193432,ST,205,509-547-8864,26/08/2023,NULL
S226179,18/09/2022,27/10/2023,5669.17,213716.32,1701.07,299.16,730,1,121.61,308191.15,169186,163720,HF,192,509-547-8864,18/09/2022,00:00.0
S218090,19/07/2021,30/12/2021,559.24,83538.03,872.98,0,980,1,861.53,165505.93,113394,107393,ST,123,509-547-8864,19/07/2021,00:00.0
S226168,09/09/2022,10/04/2023,10141.8,373388.95,3474.1,528.56,830,1,679.69,632074.14,352779,342490,HF,390,509-547-8864,09/09/2022,00:00.0
S230100,22/08/2023,28/11/2023,12597.93,69066.65,3519.45,493.9,2830,3,2453.54,212835.81,170728,167850,C,163,509-547-8864,22/08/2023,NULL
S237062,27/08/2023,28/11/2023,238.84,49078.15,1234.68,292.02,750,1,756.42,220330,100150,100150,NM,143,509-547-8864,27/08/2023,NULL
S238124,05/09/2023,28/11/2023,325.38,61539.18,1519.02,285.87,660,1,735.31,331589.5,152807,152807,NS,194,509-547-8864,05/09/2023,NULL
S237072,11/09/2023,28/11/2023,202.55,37475.81,887.47,52.32,780,1,855.58,0.01,90250,90250,NM,121,509-547-8864,11/09/2023,NULL
S228108,12/09/2022,13/06/2023,5659.9,226357.96,1367.86,384.35,1230,1,1406.37,357976.72,194945,187660,ST,200,509-547-8864,12/09/2022,00:00.0
S218089,18/07/2021,01/03/2022,1082.99,62447.68,3376.35,890.63,750,1,637.59,86640.06,60185,55150,ST,78,509-547-8864,18/07/2021,00:00.0
S216255,04/08/2021,03/05/2022,1669.15,73086.81,825.24,950.38,520,1,60.65,91818.27,61175,60550,NH,93,509-547-8864,04/08/2021,00:00.0
S229142,09/11/2022,08/09/2023,6431.65,325564.28,2582.37,229.04,1920,2,1525.9,182255.57,154762,152870,X,240,509-547-8864,09/11/2022,00:00.0
S226183,20/09/2022,08/05/2023,4110.51,151304.91,1225.33,364.56,1670,2,1545.76,205096.35,111263,108590,HF,138,509-547-8864,20/09/2022,00:00.0
S218092,20/07/2021,01/04/2022,1176.9,60342.69,2926.48,803.45,2960,3,1485.23,77842.32,51080,47380,ST,74,509-547-8864,20/07/2021,00:00.0
S226181,20/09/2022,13/06/2023,5067.69,206272.21,4996.69,156.21,670,1,111.78,246058.52,132085,124100,HF,169,509-547-8864,20/09/2022,00:00.0
S219090,02/06/2021,17/08/2022,5602.04,392072.73,6588.18,927.72,3770,4,2842,134040.14,116895,114200,X,276,509-547-8864,02/06/2021,00:00.0
S216258,07/08/2021,28/01/2022,1298.37,136562.85,1265.27,150.66,1020,1,780.61,258868.63,172829,165824,HF,185,509-547-8864,07/08/2021,00:00.0
S216307,31/08/2021,01/03/2022,2350.29,118768.4,1511.52,224.61,1150,1,878.72,217313.12,152506,152960,HF,171,509-547-8864,31/08/2021,00:00.0
S216309,31/08/2021,03/05/2022,4155.49,201979.62,2177.25,379.13,710,1,59.52,272184.28,171502,164980,HF,214,509-547-8864,31/08/2021,00:00.0
S227082,07/11/2022,07/08/2023,5280.87,186499.35,1683.9,494.69,4760,5,4189.19,0.02,171920,171920,NULL,197,509-547-8864,07/11/2022,00:00.0
S220101,22/11/2022,14/03/2023,1835.96,46548.51,629.87,158.47,6400,5,5071.01,0.01,115460,115460,C,94,509-547-8864,22/11/2022,00:00.0
S227102,06/12/2022,08/09/2023,3007.22,162971.21,4592.73,1217.77,1300,2,1612.01,211948.77,141565,131140,NULL,162,509-547-8864,06/12/2022,00:00.0
S228179,19/12/2022,07/08/2023,1305.88,62642.86,2064.21,829.8,710,1,157.45,0,59150,59150,ST,75,509-547-8864,19/12/2022,00:00.0
S236110,19/09/2023,28/11/2023,676.78,119483.48,2441.13,593.13,840,1,200.18,911635.54,393837,382210,HF,405,509-547-8864,19/09/2023,NULL
S237077,13/09/2023,28/11/2023,368.81,65181.81,2272.02,369.82,590,1,115.06,0.03,162830,162830,NULL,220,509-547-8864,13/09/2023,NULL
S220100,10/10/2022,04/04/2023,0,29776.79,0,0,1000,1,240,2348292.29,3107031,3103349,C,2552,509-547-8864,10/10/2022,00:00.0
S226187,21/09/2022,08/05/2023,3854.22,116151.47,1148.08,479.53,810,1,300.06,188494.18,103591,101140,HF,129,509-547-8864,21/09/2022,00:00.0
S226221,15/11/2022,07/08/2023,3317.67,117240.28,3905.91,276.05,1870,2,1514.62,167719.67,95594,92620,HF,125,509-547-8864,15/11/2022,00:00.0
S226222,17/11/2022,07/10/2023,5262.78,247718.07,6197.62,1868.61,4880,6,4014.21,211784.76,125300,122900,HF,216,509-547-8864,17/11/2022,00:00.0
S217075,17/09/2021,03/05/2022,1281.72,58358.99,2502.44,1447.42,1610,2,1217.67,0.01,59670,59670,NULL,70,509-547-8864,17/09/2021,00:00.0
S228150,17/11/2022,07/10/2023,1561.89,62111.06,617.64,1338.51,3080,3,4011.3,88467.84,49451,49160,NS,65,509-547-8864,17/11/2022,00:00.0
S216151,17/05/2021,28/01/2022,575.32,181592.81,1728.25,317.48,600,1,128,244435.1,171688,164124,HF,220,509-547-8864,17/05/2021,00:00.0
S216167,24/05/2021,03/12/2021,288.45,107790.35,1146.93,382.01,910,1,0,152611.46,121548,117906,HF,146,509-547-8864,24/05/2021,00:00.0
S217042,27/06/2021,03/03/2022,359.13,77750.32,1113.48,1270.06,1560,2,1296.14,0.01,107450,107450,NULL,119,509-547-8864,27/06/2021,00:00.0
S217076,20/09/2021,03/05/2022,4431.12,209223.08,3276.32,358.3,940,1,894.94,274635.09,179304,173490,NULL,213,509-547-8864,20/09/2021,00:00.0
S217085,13/10/2021,29/06/2022,1492.74,61108.22,856.14,520.07,1690,2,1456.07,76700,59000,59000,NULL,73,509-547-8864,13/10/2021,00:00.0
S217087,19/10/2021,29/06/2022,2925.28,124931.28,12519.93,3538.63,2600,8,4431.27,0.03,138130,138130,NULL,160,509-547-8864,19/10/2021,00:00.0
S229619,27/10/2022,12/06/2023,2141.77,71305.27,484.28,453.88,1060,1,943.24,105082.15,77910,77910,NULL,85,509-547-8864,27/10/2022,00:00.0
S217088,21/10/2021,02/08/2022,1697.93,74705.24,960.36,935.15,810,1,666.15,92418.6,66970,66970,NULL,83,509-547-8864,21/10/2021,00:00.0
S229140,23/09/2022,06/11/2023,4045.69,133689.38,2100.44,1740.55,3880,4,3772.91,46169.29,35574,35230,X,100,509-547-8864,23/09/2022,00:00.0
S227066,02/10/2022,13/07/2023,5745.86,182529.9,1620.6,1350.43,600,1,179.23,291499.06,145847,143310,NM,194,509-547-8864,02/10/2022,00:00.0
S228127,05/10/2022,07/08/2023,2287.95,79199.14,610.56,1356.25,4450,4,3587.89,103727.03,55469,54230,NS,80,509-547-8864,05/10/2022,00:00.0
S227073,13/10/2022,13/07/2023,1839.3,55365.48,1510.65,2254.8,2790,3,2058.37,99909.15,60355,61160,NULL,75,509-547-8864,13/10/2022,00:00.0
S228133,13/10/2022,07/08/2023,4843.45,171213.37,1282.17,2172.55,570,1,99.57,230169.31,127502,124750,NS,168,509-547-8864,13/10/2022,00:00.0
S227077,13/10/2022,07/08/2023,2313.14,74573.64,664.7,1051.63,830,1,262.9,109463.71,61595,59640,NM,80,509-547-8864,13/10/2022,00:00.0
S229618,26/10/2022,11/08/2023,4278.13,134151.99,1589.45,492.47,1720,2,1351.66,154718.79,106859,105390,X,145,509-547-8864,26/10/2022,00:00.0
S228122,23/09/2022,27/06/2023,5421.9,202336.15,1604,338.12,575,1,1037.94,302861.23,157760,150364,ST,180,509-547-8864,23/09/2022,00:00.0
S227063,28/09/2022,19/06/2023,2640.57,90594.76,2037.18,247.14,2040,2,2081.34,126150.18,76237,76200,NULL,89,509-547-8864,28/09/2022,00:00.0
S226195,30/09/2022,13/06/2023,7089.51,257255.59,2498.65,544.71,2120,2,2621.13,335301.12,190512,182220,HF,236,509-547-8864,30/09/2022,00:00.0
S228131,10/10/2022,13/06/2023,3735.97,150212.25,759.46,336.76,2230,2,2320,223446.97,124601,119030,ST,126,509-547-8864,10/10/2022,00:00.0
S226205,16/10/2022,13/06/2023,5659.75,202690.84,2153.18,447.73,1030,1,305.67,270805.3,152791,144600,HF,189,509-547-8864,16/10/2022,00:00.0
S228138,27/10/2022,13/06/2023,1589.6,51658.08,529.76,96.16,3280,3,3172.6,83499.48,49916,48550,ST,54,509-547-8864,27/10/2022,00:00.0
S227099,01/12/2022,07/10/2023,2455.46,140430.12,2819.54,739.79,820,1,901.15,137437.5,75180,72690,NULL,117,509-547-8864,01/12/2022,00:00.0
S228173,14/12/2022,08/09/2023,2590.36,154916.91,3957.03,443.67,920,1,279.86,181166.48,95404,92930,ST,141,509-547-8864,14/12/2022,00:00.0
S228174,15/12/2022,06/11/2023,2343.08,159121.59,3728.07,752.79,1730,2,177.75,175419.6,95782,90940,ST,133,509-547-8864,15/12/2022,00:00.0
S216171,27/05/2021,30/12/2021,2643.61,54333.77,561.39,641.35,1620,2,1472.86,68537.5,54830,54830,HF,70,509-547-8864,27/05/2021,00:00.0
S218070,27/05/2021,30/12/2021,5118.99,91472.5,761.82,638.08,750,1,662.91,134892,112410,112410,ST,130,509-547-8864,27/05/2021,00:00.0
S237057,14/08/2023,28/11/2023,237.24,67314.09,3279.05,465.46,690,1,808.45,256319.89,115314,110540,NULL,142,509-547-8864,14/08/2023,NULL
S237066,01/09/2023,28/11/2023,133.11,26772.92,1582.76,140.75,940,1,1062.85,0.01,55310,55310,NULL,80,509-547-8864,01/09/2023,NULL
S238135,14/09/2023,28/11/2023,306.65,65284.42,1541.09,220.63,700,1,57.15,392366.81,166702,161011,ST,183,509-547-8864,14/09/2023,NULL
S237078,14/09/2023,28/11/2023,211.73,39063.55,813.14,188.23,650,1,124.93,247777.85,109876,108700,NULL,127,509-547-8864,14/09/2023,NULL
S236105,17/09/2023,28/11/2023,296.94,57911.34,1471.97,90.44,770,1,190.17,326114.35,142235,135966,HF,179,509-547-8864,17/09/2023,NULL
S227103,07/12/2022,13/06/2023,2241.33,88487.46,1185.31,1591.77,6070,6,6678.23,0.01,118840,118840,NULL,126,509-547-8864,07/12/2022,00:00.0
S228176,16/12/2022,13/11/2023,2817.14,148914.35,1454.06,705.46,6236,7,6426.58,235250.87,135044,135414,ST,155,509-547-8864,16/12/2022,00:00.0
S226215,07/11/2022,13/07/2023,4937.01,167215.96,2240.76,364.01,6659,6,5636.27,246524.57,144099,137010,HF,177,509-547-8864,07/11/2022,00:00.0
S216209,06/07/2021,01/03/2022,2197.5,146008.43,7611.63,458.77,980,1,830.18,171547.09,125690,114790,HF,171,509-547-8864,06/07/2021,00:00.0
S228149,17/11/2022,08/09/2023,4805.97,215200.13,5496.69,1107.75,1150,1,1262.79,221951.51,121965,119280,ST,199,509-547-8864,17/11/2022,00:00.0
S228153,17/11/2022,08/09/2023,5083.43,204566.04,6940.57,2064.77,850,1,913.76,236897.87,130840,129340,ST,203,509-547-8864,17/11/2022,00:00.0
S218136,03/10/2021,09/06/2022,5492.78,263640.53,2840.29,294.21,2190,2,2058.2,348467.57,236529,226750,ST,264,509-547-8864,03/10/2021,00:00.0
S218158,09/11/2021,29/06/2022,2540.66,109459.07,2467.57,1837.95,830,1,756.22,137912.55,86650,81510,ST,134,509-547-8864,09/11/2021,00:00.0
S227104,07/12/2022,12/06/2023,1439.93,56067.75,820.61,255.49,556,1,1003.66,96990,58782,57480,NULL,73,509-547-8864,07/12/2022,00:00.0
S210104,02/11/2021,07/03/2022,893.74,41427.86,528.72,452.79,1080,1,783.22,44683.68,82605,80310,C,71,509-547-8864,02/11/2021,00:00.0
S227080,07/11/2022,12/06/2023,2001.62,63949.01,1752.44,1667.84,2150,3,481.13,114691.85,64385,63030,NM,76,509-547-8864,07/11/2022,00:00.0
S227067,06/10/2022,12/06/2023,2667.08,96822.47,958.48,742.27,770,1,562.77,0,72870,71130,NULL,92,509-547-8864,06/10/2022,00:00.0
S228128,07/10/2022,12/06/2023,4341.02,137939,638.55,889.72,1620,2,991.01,239097.99,139758,137080,NS,150,509-547-8864,07/10/2022,00:00.0
S219102,16/12/2021,29/06/2022,334.49,16473.06,166.5,273.5,1050,1,438,20373.32,26111,25750,X,24,509-547-8864,16/12/2021,00:00.0
S219082,05/03/2021,22/04/2022,7375.31,242344.28,5039.17,1266.53,8269,9,4264.65,102540.53,105590,98260,X,209,509-547-8864,05/03/2021,00:00.0
S219084,22/03/2021,10/06/2022,3003.98,142946.67,2174.57,775.8,490,1,74.25,42578.98,33585,32760,X,101,509-547-8864,22/03/2021,00:00.0
S226188,21/09/2022,01/06/2023,3212.07,122500.15,978.53,284.37,830,1,798.34,175087.33,95603,91260,HF,110,509-547-8864,21/09/2022,00:00.0
S226196,30/09/2022,13/06/2023,8076.18,271494.84,2357.99,65.83,950,1,1104.67,408294.4,247864,236630,HF,268,509-547-8864,30/09/2022,00:00.0
S226198,05/10/2022,13/06/2023,4792.08,185879.79,1473.35,354.65,870,1,204.23,237132.32,141019,134160,HF,162,509-547-8864,05/10/2022,00:00.0
S216196,18/06/2021,03/12/2021,410.1,195976.25,2470.71,219.26,830,1,175,419559.29,312056,294990,HF,327,509-547-8864,18/06/2021,00:00.0
S216105,10/04/2021,29/09/2021,0,140045.72,1471.81,162.71,760,1,211.25,258625.3,189101,179553,HF,209,509-547-8864,10/04/2021,00:00.0
S229620,25/11/2022,08/09/2023,3952.86,195984.66,1901.32,274,920,1,1078.3,169336.09,120089,119160,HF,171,509-547-8864,25/11/2022,00:00.0
S229623,19/12/2022,23/10/2023,2931.16,173399.12,1667.28,720.37,24740,24,26781.65,165538.47,115973,116000,HF,165,509-547-8864,19/12/2022,NULL
S219103,22/12/2021,11/07/2023,9877.05,401726.05,5370.84,2152.76,4950,5,2865.4,123770.25,90795,89870,X,246,509-547-8864,22/12/2021,00:00.0
S218199,23/12/2021,02/08/2022,1330.65,61390.85,771.94,56.39,710,1,310,0.01,53120,53120,NS,83,509-547-8864,23/12/2021,00:00.0
S226000,02/01/2022,29/06/2022,1123.42,54112.68,3232.45,205.25,520,1,65.11,66059.18,47940,43780,HF,77,509-547-8864,02/01/2022,00:00.0
S210103,17/10/2021,02/06/2022,1055.61,32963.08,107.59,165.82,4140,3,3243.97,44074.85,83572,83440,C,67,509-547-8864,17/10/2021,00:00.0
S216186,13/06/2021,30/09/2022,447.25,134023.22,1481.03,39.48,740,1,190,249205.76,184055,174960,HF,195,509-547-8864,13/06/2021,00:00.0
S216193,17/06/2021,30/12/2021,278.36,58316.82,749.79,394.6,650,1,531.09,0,74857,73077,HF,84,509-547-8864,17/06/2021,00:00.0
S216425,16/12/2021,13/09/2022,1227.49,56706.3,984.52,189.48,920,1,1003.97,67427.54,40619,40350,NH,74,509-547-8864,16/12/2021,00:00.0
S229139,22/09/2022,06/11/2023,6498.64,315796.39,4969.37,2297.99,7481,10,4906.78,139540.79,92570,90340,X,220,509-547-8864,22/09/2022,00:00.0
S229617,28/09/2022,07/08/2023,4150.17,145220.35,1548.14,532.3,3120,3,3343.21,139297.43,97823,95800,NULL,138,509-547-8864,28/09/2022,00:00.0
S219811,11/11/2021,06/02/2023,4867.69,279410.88,5199.82,579.04,630,1,210,116247.87,75396,73780,ST,201,509-547-8864,11/11/2021,00:00.0
S219724,14/11/2021,08/07/2022,2164.59,89751.5,1474.46,539.02,2480,3,1879.4,100081.99,84921,84480,NULL,112,509-547-8864,14/11/2021,00:00.0
S218061,23/04/2021,08/09/2021,0,84243.22,281.55,317.13,2200,2,2128.12,0.01,259710,259710,ST,217,509-547-8864,23/04/2021,00:00.0
S227074,13/10/2022,07/08/2023,2793.25,88299.82,733.04,1642.76,2730,3,2968.13,117803.19,65258,63940,NM,95,509-547-8864,13/10/2022,00:00.0
S226202,13/10/2022,17/08/2023,16441.57,548682.97,5267.63,2294.58,2520,3,1653.91,612528.2,360569,351040,NH,558,509-547-8864,13/10/2022,00:00.0
S226210,20/10/2022,13/07/2023,1906.84,58639.37,700.42,707.94,1440,2,726.79,103785.98,53520,52210,NH,72,509-547-8864,20/10/2022,00:00.0
S227081,07/11/2022,07/08/2023,1866.51,60235.26,768.11,1614.49,3200,4,2569.4,83048.68,49323,48280,NM,70,509-547-8864,07/11/2022,00:00.0
S216187,13/06/2021,03/12/2021,232.65,85001.8,856.05,48.77,900,1,196,164777.02,121693,115680,HF,132,509-547-8864,13/06/2021,00:00.0
S216079,22/03/2021,08/09/2021,75.06,89512.7,1622.23,214.48,850,1,280.5,159848.96,124882,118320,HF,139,509-547-8864,22/03/2021,00:00.0
S229836,07/11/2022,07/08/2023,4631.78,167062.28,1855.66,799.25,14069,14,13046.52,161387.45,114038,113360,ST,170,509-547-8864,07/11/2022,00:00.0
S217132,19/12/2021,30/06/2022,1225.82,50903.21,3296.61,750.53,740,1,135,90951.53,60395,56910,HF,80,509-547-8864,19/12/2021,00:00.0
S226193,28/09/2022,13/07/2023,6057.13,248240.43,1340.26,120.7,2320,2,1549.19,328909.01,181786,176050,HF,201,509-547-8864,28/09/2022,00:00.0
S227064,29/09/2022,27/10/2023,3650.34,129715.53,861.75,663.52,1030,1,1127.31,193539.06,116930,113310,NULL,126,509-547-8864,29/09/2022,00:00.0
S227065,29/09/2022,27/10/2023,3098.32,112869.06,943.03,599.87,2080,2,1788.84,167803.87,96331,92450,NULL,104,509-547-8864,29/09/2022,00:00.0
S217033,28/04/2021,03/12/2021,41.14,58322.13,277.08,372.17,740,1,584.82,82914.57,60280,59097,NM,83,509-547-8864,28/04/2021,00:00.0
S227079,04/11/2022,13/07/2023,3629.4,114600.99,3627.37,2674.54,2940,4,1696.81,0.03,115050,115050,NULL,151,509-547-8864,04/11/2022,00:00.0
S218033,24/02/2021,27/07/2021,76.95,107172.47,1606.08,294.42,730,1,146,0.01,181570,181570,ST,190,509-547-8864,24/02/2021,00:00.0
S226189,21/09/2022,13/07/2023,2313.5,77068.58,454.48,570.5,2160,2,2541.22,0,66285,66285,NH,80,509-547-8864,21/09/2022,00:00.0
S227086,14/11/2022,09/10/2023,2349.85,91601.48,2492.59,1377.63,580,1,144.15,0.01,48070,48070,NULL,92,509-547-8864,14/11/2022,00:00.0
S228139,30/10/2022,13/07/2023,6745.05,231083.73,2168.92,164.79,1120,1,1059.56,0.01,197210,197210,ST,227,509-547-8864,30/10/2022,00:00.0
S216056,07/03/2021,29/09/2021,42.25,113638.31,2204.16,224.71,940,1,92.5,186475.91,135791,129897,HF,167,509-547-8864,07/03/2021,00:00.0
S216066,11/03/2021,29/09/2021,12.28,66776.77,1089.61,167.42,550,1,113,93785.38,70315,71080,HF,91,509-547-8864,11/03/2021,00:00.0
S226016,18/02/2022,09/11/2022,1481.61,171581.6,2651.06,2523.64,1930,2,1963.61,254369.19,173578,172970,HF,209,509-547-8864,18/02/2022,00:00.0
S227071,12/10/2022,12/06/2023,2216.94,78545.4,2080.28,434.31,640,1,180.83,0.01,48170,48170,NULL,74,509-547-8864,12/10/2022,00:00.0
S226218,08/11/2022,12/06/2023,4101.59,138586.12,1693.91,623.57,2224,2,2248.65,190837.77,119128,115550,HF,147,509-547-8864,08/11/2022,00:00.0
S228141,07/11/2022,13/06/2023,2909.89,106890.52,1121.08,213.44,1524,2,1407.29,165483.32,96256,91880,ST,104,509-547-8864,07/11/2022,00:00.0
S237079,15/09/2023,28/11/2023,103.65,17098.78,694.11,132.06,2880,3,3176.95,0.01,59170,59170,NULL,63,509-547-8864,15/09/2023,NULL
S216101,07/04/2021,29/06/2022,0,144014.97,2650.39,356.96,900,1,0,329019.18,250659,238079,HF,262,509-547-8864,07/04/2021,00:00.0
S217026,07/04/2021,27/10/2021,0,49463.19,2424.21,748.9,510,1,75.75,0.01,46370,46370,NULL,65,509-547-8864,07/04/2021,00:00.0
S216053,02/03/2021,08/09/2021,0,130756.93,334.75,339.4,2790,3,1347.7,0.01,228220,228220,HF,258,509-547-8864,02/03/2021,00:00.0
S226026,10/03/2022,14/09/2022,915.82,94872.63,1585.83,696.49,2360,3,1592.57,157571.23,103014,98750,HF,125,509-547-8864,10/03/2022,00:00.0
S226032,15/03/2022,10/10/2022,1250.36,165669.52,3276.77,1015.53,1010,1,1086.58,0.02,221630,221630,HF,257,509-547-8864,15/03/2022,00:00.0
S229215,07/11/2022,08/09/2023,4891.7,163148.93,1967.14,704.39,15841,17,15681.39,154980.97,115662,115070,HF,180,509-547-8864,07/11/2022,00:00.0
S227089,22/11/2022,13/07/2023,1179.27,44659.97,1111.68,356.5,610,1,138.61,78747,43910,42910,NM,52,509-547-8864,22/11/2022,00:00.0
S227093,25/11/2022,13/07/2023,1200.11,36737.93,1618.96,1497.91,1470,2,379.78,79210.8,46830,46300,NH,66,509-547-8864,25/11/2022,00:00.0
S216115,16/04/2021,29/09/2021,0,139905.9,1524.55,117.16,660,1,192.5,253764.29,185702,172990,HF,205,509-547-8864,16/04/2021,00:00.0
S229817,18/01/2022,08/05/2023,8233.54,338542.24,5133.4,1089.16,7290,7,7113.56,122569.64,74188,72920,ST,200,509-547-8864,18/01/2022,00:00.0
S229818,31/01/2022,08/05/2023,8067.76,342217.04,5118.24,1154.64,3300,4,2861.2,123556.94,74470,73330,ST,200,509-547-8864,31/01/2022,00:00.0
S228027,09/03/2022,12/12/2022,1075.01,135269.93,561.29,860.08,980,1,1000.07,162415.34,107207,104770,NS,121,509-547-8864,09/03/2022,00:00.0
S229606,07/04/2022,14/03/2023,1816.32,154204.24,1379.6,530.83,1890,2,1123.91,112815.02,87163,86640,HF,125,509-547-8864,07/04/2022,00:00.0
S227019,10/04/2022,15/03/2023,2438.66,176597.58,1261,2083.08,2010,2,1470.24,163861.99,112108,111280,NM,156,509-547-8864,10/04/2022,00:00.0
S229119,15/04/2022,08/05/2023,4553.03,155910.37,2144.61,1222.84,590,1,87,48418.2,35427,34470,X,102,509-547-8864,15/04/2022,00:00.0
S229601,30/01/2022,18/07/2023,2682.44,214579.54,1895.69,1311.52,2960,3,2346.4,140409.53,101430,101030,HF,165,509-547-8864,30/01/2022,00:00.0
